pathway	NGS001-23_16S_41	NGS001-23_16S_42	NGS001-23_16S_43	NGS001-23_16S_44	NGS001-23_16S_47	NGS001-23_16S_48	NGS069-23_16S_29	NGS069-23_16S_30	NGS069-23_16S_31	NGS069-23_16S_32	NGS069-23_16S_35	NGS069-23_16S_36	NGS069-24-16S-1	NGS069-24-16S-2	NGS069-24-16S-3	NGS069-24-16S-4	NGS069-24-16S-5	NGS069-24-16S-6	NGS069-24-16S-7	NGS069-24-16S-8	NGS069-24-16S-9
P161-PWY	25725.29362612611	27015.78731407806	23876.76231818656	23051.885240498126	23952.16234264282	25628.590180548985	5556.320478043634	12247.501867790745	17820.693318070353	18976.659195503442	16435.918742558533	20629.9086756173	30657.666806175264	22878.318881938798	17780.120252546483	18995.496926739346	15550.546049188377	27612.05320610271	11779.862588245924	23906.882946486912	23609.67168090781
P162-PWY	36.613732125713895	4.678877720992808	154.79757218105925	15.98705368895575	125.17411520415003	104.1927232096503	0.0	21.948860128526402	89.49512580747485	63.75530443094818	118.87343277066688	193.29881844696618	1238.6949813388349	726.2704565966518	589.9237435471083	685.8131401869233	465.52986675039335	1135.9382801270679	496.75971776254266	1038.4303247234784	1015.3666888017706
P163-PWY	4462.878103439961	4881.968485157411	4242.779879726559	8212.66916232329	5975.747560005608	4675.82667095171	1344.174908259938	2190.278163753199	3930.1742817997374	4216.045862579126	7203.136448725115	7769.549104917312	5830.851204890709	4869.536533807617	4086.0210741580177	3974.9464791127643	3221.9396549772637	5934.062572777017	3685.9016692054747	6861.776466574534	6997.414917780043
P164-PWY	34381.81237253983	32746.34282459057	25256.473476560106	24822.554882921882	32715.964610676478	30586.0568857289	4771.3861299959735	15184.29857695263	17599.543560684087	23519.26475104757	23509.429725535672	25059.648779788316	42241.75832602611	30818.90224960715	24365.54983378267	22021.53056831863	18099.281380723693	31133.06234868329	18469.57710677051	38870.15628775152	38493.599888158045
P184-PWY	1081.5086874719614	479.689269546196	456.60840442932624	339.2317558906029	597.9425843955429	790.8093341929485	0.0	146.35024819273065	520.5724322343746	646.3058485131935	608.2139011978463	1845.5525610860498	1603.9663551329593	1058.5811017304275	888.1577754459316	682.7405847787562	385.2907660236072	1077.2858761135521	689.596843500715	1463.7191883521737	1273.4570069768104
P221-PWY	5540.605017817693	3951.711903955936	5091.009992848212	3128.81281506157	5321.891692755866	6134.475951704344	1637.408824374358	2543.7089551416234	5065.164678187407	4515.194663835226	7658.29684347662	10809.90004072873	6722.586884908415	5354.06936364292	4636.907665858486	4769.827310248189	3857.099116718429	6525.197219955741	4026.653237936686	7075.29786070807	6493.961714921816
P23-PWY	59562.66644887052	58190.81888098428	48547.693114373775	51032.71205338744	55388.585976294875	51761.134273805066	7601.609127538482	26551.589722235844	32311.959095335063	42733.09692689222	37239.793347082836	43581.301924609914	77054.53612655241	54432.69559407203	42549.731421842065	44937.25526419317	35808.23532123237	63659.38260385911	35448.09847144488	73875.48063140747	73007.52303011958
P241-PWY	421.2328006902745	429.5504943460494	239.56661622385326	451.9649173432806	497.1605740443345	240.7127131714922	33.07145876367375	202.30407469542524	301.4541378089777	467.6946451132162	518.8161941058031	1069.8865604708005	556.7740056913173	393.57964548629786	339.426936086411	338.76936633972207	187.5134125094532	392.25507037667734	471.40598253997	994.1076107618094	1053.1147930489662
P261-PWY	961.9222552225414	619.6534796838461	476.2729997540143	533.5179380898157	614.0789704728885	578.0543728654617	47.4061939898112	277.3119961614198	217.6778122247736	302.70820255366425	470.98734749254555	400.16540044146876	896.8780817841027	550.3967790712682	448.99744581555694	365.9703318247995	267.1886296361244	451.5634034397295	421.1257124355452	801.4528898659329	843.0535589291235
P281-PWY	4370.889130503633	3648.216544648439	3121.4339432158235	3026.592775447109	3658.9762594616955	4175.007080537858	442.27635240904385	1863.6911399352118	2467.4626027194754	2623.844891587477	4166.882824378202	5311.039517446905	4827.306275961891	3387.380242513137	2606.0472351360245	2575.7191804217287	2199.045329286676	4011.6218194791672	2100.557940852486	4628.826363913188	4393.084945792038
P341-PWY	0.0	0.0	9.99894343537352	34.98726664051605	0.0	0.0	0.0	0.0	0.0	3.3498726925469193	0.0	24.9941006248881	9.999273421797295	4.999748248741427	9.998733905641968	9.99878012851646	0.0	0.0	0.0	26.644816763391383	6.649675238710681
P381-PWY	4999.154690365829	5634.971306904552	4754.739464981951	4791.8673255387475	5003.54466107925	6308.479206128914	1376.2915628442147	3315.6436212313342	4947.613842754891	4326.0024457892105	3802.0327442179796	6276.362051331029	7086.671870786518	5309.683816819909	3850.312587915356	4881.753855766968	3617.4561919393122	6902.225795419969	2517.943890882231	5415.69151050595	5282.393519392403
P4-PWY	51574.795445196534	49360.69348201452	43938.70916230593	43143.23981979083	51889.21355592265	50064.379449641594	8959.395283560472	24098.698810928217	33703.668129966354	39799.86163564186	43105.67700228345	52035.60370688336	64185.72695692065	46498.19430870672	37114.27906441868	37917.95254936228	30862.065480160738	54113.53687143362	30657.22367542942	63352.25419356726	63230.336111848395
P42-PWY	50368.49002181313	48656.6053197492	39817.32401865652	43408.816821270455	45242.41799501696	43645.81534903083	8399.516878594088	21720.76503445111	29004.61939343821	34515.25611597392	37187.945285964495	47052.715090005026	65125.295780391774	45437.43393068287	35162.003360244315	38456.56822846099	30323.945078999077	54127.42052505977	30120.30695239468	62611.86650289284	61705.42356076543
P441-PWY	11399.422411425345	11275.987976004766	9741.095759784128	8765.460424250197	10042.027689531375	11757.494497391253	1678.0560492881104	4956.90453299232	6449.127124797068	8218.460280070123	6404.980855988834	10004.950713680291	14663.682849337001	10047.577268329562	8206.229988061568	8878.921470377501	7186.840691947468	13202.94945412022	6116.223884043997	13130.95306148776	13090.511502087717
P461-PWY	6888.20327766681	6577.818389001989	9068.576969100126	11463.805049864324	4805.101464432476	9636.118246329524	2419.950143249141	3087.216912638751	6645.5315042860075	5886.163878460768	3588.466287205998	6413.389298600763	7218.120597529043	5247.538828519795	3948.3318560959856	5862.17736915982	4583.735568287598	9300.182074649834	1697.2910725791764	3238.00242733684	3760.275162380602
P562-PWY	10014.031809478594	8142.732387242727	7562.382582341626	9440.183413344868	8422.635892646873	8679.221435678885	2199.861294336929	4000.616127595793	7355.696355775027	6911.3025563031415	9602.884427784522	11772.47684667164	10667.420556110861	8005.1401168177545	6300.242494631526	7107.811901550076	5748.078207293273	9995.292892261135	5510.213529494212	10534.640862642174	10561.30051450491
P621-PWY	652.7795520579415	282.8971608832807	583.3990077958895	178.13317522575937	552.0637645616187	309.3693693693694	137.95714285714286	217.65494862087616	313.3902109375525	448.65235352774783	628.6001456919316	1150.6076048268078	612.1656426185505	633.4716863563414	403.53373106929786	623.0340557275541	444.4653818700928	957.927969348659	697.7817974479464	1221.2154676885561	1082.4252542698139
PANTO-PWY	51006.404991473864	53142.607034354085	46459.63041315325	47597.88818786584	53259.07685047847	51823.150629963166	9142.780555825493	25710.08041978345	35747.093307197814	42234.89657480103	43329.03415614389	52129.72268757689	65132.46480646018	46848.57699212404	37443.12847512117	39548.37820739386	32051.824003307167	56732.443769527796	31177.798937433567	64586.8443204418	63937.687704518576
PANTOSYN-PWY	52247.50690243992	52251.49514425805	45597.27906812327	46468.08077341541	51285.198264642	51743.41180692139	9386.638540427773	24824.214202604577	34894.10500377203	41102.108444143385	41447.55904091446	50352.940019482485	65365.90921860011	47121.15242752057	37597.99907267616	38439.5768349355	31249.48921721076	55172.61963228781	29888.72868497044	61727.671763923805	61779.6931766625
PENTOSE-P-PWY	60215.6995595948	61760.829920147495	51130.247033734646	50424.94165068862	62243.35866353587	59898.28645651662	11133.077636614491	28883.337436280417	40240.46729583989	47678.31643784351	50240.5133300455	60705.270705385505	77092.26974503885	55412.62849826601	44288.375127632535	45298.2579444576	36645.28129265562	64346.818281201326	36398.31159402416	75823.8302713354	75184.7732751316
PEPTIDOGLYCANSYN-PWY	58751.42501863796	59814.548549482424	51849.008107807866	53067.10698492678	60081.858061832696	57774.59689530531	10358.73195884867	28430.969683186486	39168.44404340833	46695.550855515015	47830.086815238414	56048.842197822916	73457.85288772431	53367.443744813405	42245.39022080944	43731.37230067783	35562.51408188722	62511.38280920177	34621.10664120058	71889.56133735435	71557.4487350413
PHOSLIPSYN-PWY	75031.50702462131	76116.5528226998	64058.63569952682	65292.42050513762	76177.68303338655	73028.87115783071	12984.019400500403	35889.19813059785	48475.95943273699	58682.7228665677	59974.02391944532	71035.64292248678	92445.77633148315	67047.62912862618	53182.52134168102	54127.589800951515	44205.25723193893	77365.16885317907	43813.61223620537	91026.62024624055	90625.41053707903
POLYAMINSYN3-PWY	17060.827233909666	14944.95317702867	15450.467314800222	14765.816879678805	12679.577113677442	16860.060511273034	2749.055751903803	6909.565530678643	10046.90999061968	12301.274149144838	9119.621961761337	14796.44252000635	21213.182082451876	15168.625978033873	11646.849705792843	12599.50899197685	10124.26201143089	18187.614738115644	8344.025160310446	17122.43164749466	17558.19674199818
POLYAMSYN-PWY	18638.56705289563	15790.649120176337	16772.776030936795	15851.682699244539	13322.927061054952	17990.62621195964	2961.117352806342	7403.988820266122	11315.353444282831	13333.40946061493	9588.346672376827	15453.507887871181	22138.09864232158	15941.324344868173	12169.336639057532	13382.9713453843	10858.542954418948	19456.486971489587	8763.568655516076	17875.344010453944	18388.00864091609
POLYISOPRENSYN-PWY	54206.3637105589	54737.53959840737	45356.6350033588	46024.38922489583	54391.56112461016	52764.86698472519	8427.257271222978	25717.94538772453	34410.83225460816	42614.26862237375	42849.19837677132	51669.17004290449	68970.50053541102	49618.14071872185	39526.846812758056	39692.67489574626	32276.76524005284	56151.177969673	32280.679558771702	67760.03804918258	67207.27626422464
PPGPPMET-PWY	5812.969113645574	6218.239057167214	4769.6017654446305	7210.212180442177	5586.717633367089	7226.53229402373	795.0082710089677	3358.7971489896686	4167.854030773548	4345.402497347889	4539.554912831017	7898.051988461353	7965.706508330453	6210.223929829767	5028.07430796071	4718.053912400019	3610.551631653408	6806.129411434034	2368.1883512331337	5235.414938589362	5095.687217770725
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	26017.838383780098	22275.697103332157	21540.491025284286	18624.91259384108	28384.2898058156	24570.072847671447	5608.026655673192	11510.851652379763	18269.815111615273	20183.053982481266	28789.874475983128	30049.029818574985	27917.444655239153	20770.035141805874	16606.027842482756	16889.250194635424	14641.453304726754	24724.122578326136	16671.70690461501	32781.13334724228	33429.328547174104
PRPP-PWY	22450.860718615495	16850.777220746084	27606.1792111111	25038.303577922172	13455.932598666042	18989.273301450357	4515.25285596539	9113.99074194576	13971.828309490187	15386.43736109401	12795.327547351213	15342.791169946971	28101.454020562647	19638.38327763568	16637.13737580567	20109.108379293135	15470.727243811709	29407.260003772364	11635.56949284597	24746.43435707681	25574.42145439535
PWY-1269	31869.144866645107	28737.159617314206	23868.535567475745	21972.17360645517	28000.74028107816	27879.274627890238	3288.890498382911	12952.71046352903	14538.04666932498	21638.764448741007	18064.182618171828	23736.966922126318	43465.79315688132	30537.887451231156	23991.555655073782	22570.47537798701	18030.953833298907	31413.515156348352	19170.735726277166	40825.820389525165	40479.49648574353
PWY-1361	253.99559339941052	157.4200472996217	136.20479470982787	50.88127460532176	286.2822413206662	504.75430436131063	0.0	60.91217878496711	76.44509209663532	135.97321420928543	93.76644618079291	425.9419057436056	382.39240444406664	165.9629127249936	82.1736222824987	206.327384818639	141.39879770144623	180.66398343645608	221.64255291675198	482.1441610185494	387.5420746200693
PWY-1422	172.426010272814	15.82324866933489	579.5813753427111	47.90583672221805	34.06035831143354	162.62531033143412	0.0	0.0	9.35528196097267	430.11203742951227	21.054710590909096	128.7878690257423	110.65058999853949	82.70190733743242	68.70462926598447	252.07546155988868	172.88117195685885	351.6184813573507	245.63474432347647	474.669720867028	494.64932499157624
PWY-1501	438.03597409853444	366.8333223621773	181.8657968594705	226.8792833021621	270.6759671277699	533.4069999618544	55.2930513181562	168.7402993783497	238.5108933591075	277.6971574021745	383.3077980779769	590.953856041406	435.965745255597	328.5563890304415	275.3815516120195	55.13577958781038	110.72086624399722	281.4624012190632	185.06443867954493	315.65038401841593	384.47942736270005
PWY-1541	810.3308339357822	399.727833603716	812.8916458710762	508.03296458174316	711.9127154769426	625.5506107942728	338.77114875530236	237.80021564609754	341.39337253891546	631.3696283137132	832.0529590105751	2167.2532244729273	882.7635762495186	698.2649892423988	348.336138911812	595.216271370038	438.3962743606466	893.6286112968348	922.7349071781272	1626.8511212615956	1464.5212039247579
PWY-1622	5814.3239490137275	7426.838616698294	4785.16144493453	9446.6652427024	3712.6364641997943	5894.685045461219	235.59335675029968	2508.451446179261	3031.267532585196	3499.5001918940984	1441.5785251647333	2454.087550031101	5337.108754136772	4163.567445429451	2942.7467985528724	2521.1236968944877	1852.1481936316043	3545.3476267102646	1503.1080404050902	3726.4823115445847	3506.8033564429725
PWY-181	20368.50760645552	18726.223207962674	18727.632903681733	18843.219697109296	17423.422428633905	20664.931016880917	2142.7092228967367	7837.6551893587375	10730.919619594857	13991.39087664349	12746.01128264088	17950.820295830516	29241.099833686803	21006.115795696885	16917.51120708803	16233.975537720755	13470.489450745008	23449.804189380862	12475.91239222861	26331.457367827938	26184.364828120288
PWY-1861	18145.416175797003	18348.83807103071	18727.601870320006	17839.173426024263	14125.526946850609	22208.124461166477	5470.31744076962	10219.968235711101	17018.313827606064	15810.021665053333	10255.70602408212	16837.14251449137	20437.476065365187	14558.969166059473	11654.565363074087	15285.079487426388	12785.077192785733	23331.382725189884	5949.232783194614	11575.52502928772	12425.335201862012
PWY-1882	1154.5328854801649	1085.0360545037888	740.645318590811	1325.330012544021	825.6256926378219	1228.8936513516894	104.83068628128977	414.0619637455773	737.1810793606301	800.7662274257668	452.63724633493916	878.387316391893	1308.056958875458	1090.2073754506619	752.8833642303141	725.3036482389024	519.1667409491976	1054.336549247545	516.127540861903	995.8802839187621	897.9624213994475
PWY-2221	339.8860803081337	130.17332640324324	13.496056945618408	94.2925723520709	170.43576919791084	326.5349562356049	80.2953853808009	0.0	0.0	125.62524959579777	480.60324626214197	605.5885857160453	349.3194744448286	179.37563028718404	152.44292562050944	8.99808663729721	0.0	125.73688843387248	94.22649071384734	157.13828998611265	344.73560684608304
PWY-2941	12859.749226341633	12669.173598651849	16250.485185831487	21175.113760030188	9142.864217634762	16721.56179437194	4222.135410886067	5878.195587489996	11240.39863781248	10717.81390708402	5134.793528274105	11220.737012861739	14936.685786044172	11050.070340975482	8098.4853324522	11246.342321174327	8989.80086397961	17980.072412700316	3231.483409877909	6339.902580383786	7263.633371402256
PWY-2942	69086.57929572642	68526.2322537396	59783.90022046523	59661.51002762508	69312.92036728721	67490.4926972183	12086.622304739805	32962.698068586324	45558.34089519129	54271.19096340335	55754.5775162753	66699.27089314084	87577.89514948729	63093.9699309544	50281.50549635841	51684.72273086693	41910.29490567231	73810.39311018265	41226.586860994954	85251.72597215528	85068.49303581788
PWY-3001	72170.7120555018	71733.16336754685	61826.1015074053	62356.10645106561	72295.5206674278	69615.26493022055	12564.584347343902	34457.046813027715	47477.30636803189	56462.35198975151	57963.624876408954	68987.59527566867	92593.96768026777	66612.603316927	53008.989888440636	54239.88142647691	44030.24576943498	77178.2614827744	43457.64283565323	90525.78356272979	89929.40872638639
PWY-3081	0.0	0.0	0.0	12.43518677809916	0.0	9.950624896292842	0.0	0.0	0.0	0.0	0.0	0.0	32.22063015525152	0.0	0.0	4.989812793406425	14.892519989312957	19.883410675524583	4.986745675876596	0.0	7.486471283351394
PWY-3661	5296.180191903691	3281.4144230728675	5874.733842172164	3558.5864408146963	5826.7042714607505	3992.1390546082944	1672.1700841662903	2093.078030987201	3781.9239293819574	4834.965540715262	6334.887822604329	12717.44973949446	5583.356436045748	5227.296580016611	3203.194631544301	5004.158349330871	3837.312758481294	7179.420341909099	5995.909384599435	10422.233910226727	9257.934709492447
PWY-3781	182608.81766809983	185801.32245707617	156662.2805283451	157803.05571553824	185913.3476519781	178737.89950480216	31602.37776009468	88360.9378246353	121475.2274101711	144109.25785931235	151961.8785007749	180269.24236524364	226018.32040631055	163556.38165912195	130479.52475997903	132195.01326799707	108271.05143231885	188557.821754654	106986.53103703664	222864.32446735393	221023.6291538672
PWY-3801	1016.1630073781607	276.10818726231366	5158.007344507984	2978.293045151069	490.63747179066473	1284.7054271759475	0.0	89.69919686128368	658.3867143118993	3528.771854133776	303.10067286569216	328.0784207959617	710.2294200972864	541.594643702381	634.7987569388466	2225.7120980900945	1498.9312775330466	2711.854203493325	1385.1227388451982	2984.5891245160806	2883.7974795206983
PWY-3941	180.46510699928538	233.7073765179871	46.343212638958036	43.33732432606212	232.36276842974337	92.24913067771116	18.156149787135487	114.27895784676076	52.30406612026099	41.445279719971055	213.16695946529435	66.41445255990637	163.10584702827975	162.14421619851046	106.22928434939912	34.05979788723666	38.490208795793016	58.05077481935999	113.23213853259506	237.2578855739678	214.00785122571975
PWY-4361	3656.8012718955297	3588.0628386255407	4810.267441014736	7055.23251669078	2708.0942051083452	4919.536463052666	1370.0464105091364	1744.2326727151355	3386.6233626107824	3387.7891822464667	1458.2738682350007	3912.277857641131	4338.792802450579	3213.0421299676677	2284.254715930514	3230.204435666372	2608.9191778778113	5137.493932135843	901.5679784153784	1770.523768287488	1966.7924699547561
PWY-4722	83.9249268986258	59.95991441680672	50.96853383165565	11.997905212806197	29.991291784135566	161.71186426620088	0.0	164.43797962469444	122.79108790487128	44.97488165378768	0.0	181.713313372876	116.8674008654788	95.88191517987808	77.90376648147746	65.9349431191071	0.0	122.84083554618181	59.94105069019161	71.95623379757868	92.92737669271928
PWY-4984	37959.247320471244	35801.02006682052	30673.158449961436	33104.769732820314	37290.9748945936	35376.61311118725	6916.024406210963	16597.062550634357	23329.72967251311	27850.21107088782	29030.217962512947	34946.953575364525	45011.53609154248	32418.9416834644	25421.67610941341	26346.94616994279	21668.62925378115	37948.1451930569	20931.49715483948	43465.500688198685	43920.06729466426
PWY-5005	136.37911790869958	105.3523443622531	100.54972437168571	686.6635002641843	86.22705071902217	95.80843999519242	101.56850414167026	118.12875441614672	47.91940597165231	47.93402023453815	79.02146213307186	264.73282580145	196.7560687610866	83.83488636895567	38.95610479663212	114.21845857710329	43.1320139278719	219.79723315127293	28.770209433382647	196.74996489642962	127.5194918064478
PWY-5022	27301.89733512988	25787.304674540344	24622.282207663127	25282.480298206505	28572.601590653085	27521.523514570297	6108.90953567768	12983.437484335802	19565.761834044744	21671.85058383499	25673.364329097523	30374.7931689331	31921.290689463913	23383.634818718096	18856.84886773465	19376.36180414558	16337.682549347634	27997.63213526322	15682.764414267536	31250.688021310845	31905.98517319039
PWY-5028	6859.961865447747	5136.391921838983	6943.997884942519	4427.154597041609	5420.121910337194	7822.8261936070685	873.681334953173	2990.5306607067696	4806.775467301831	5554.126991970795	4907.621298608784	8428.308854972363	7352.040976176869	5322.024841382475	4520.947601552982	4393.41409706356	3801.704157639025	6960.454921299288	4018.385248306699	8119.10287844552	7773.413433819603
PWY-5088	99.13450406563771	125.41793614887825	125.24070625823938	53.52063541171011	121.22498492106311	20.61076583423977	16.611636132966247	50.04390749979381	82.92128057456894	160.8886560794563	14.689440990530183	98.89885496580106	950.9324023845434	656.6717479677551	513.951488099319	493.0287147025944	474.76857910163125	914.0077755161573	430.3587496065571	652.697942049288	861.3313406630406
PWY-5097	65213.189586798915	64248.20313177878	56724.75144714868	56075.50358526465	64910.963022182674	63440.063625054856	11370.43463676765	30742.76845997578	42169.32370784342	50594.814451615035	51563.531343169125	61618.995545062564	82548.20959055526	59438.26226821472	47251.938412543255	48422.3047037308	39204.439841383704	69287.7065014998	38571.67999697131	79817.50676557294	79618.36150014296
PWY-5100	24415.08212943325	22438.90394619308	21232.800996689828	22164.51727694184	20494.36490282163	21246.43830696212	3537.5714725378116	10604.330272051744	13149.356730159632	17399.958966649763	13954.228454599408	16739.630789222418	31265.596386191264	21964.902019170324	17412.64350702633	18690.23170649683	14928.00596909783	26755.532080675865	13854.316545170554	28448.76088880085	28488.126035222675
PWY-5101	104107.94436169692	101335.3842499093	88401.05944051233	83104.79051474191	104789.37079301507	100028.7242388067	17652.649288570257	49619.638034831674	69330.01729504012	82150.52696193855	86273.93106635952	103079.1697847948	128928.22679854729	93526.00542292511	74777.68345065264	75820.81121515672	62362.09649161644	108139.86849693304	62731.597119464	129499.01652006291	128893.48905787469
PWY-5103	78927.96476869675	78862.56387221366	67798.4894674652	66124.13000721324	80295.90198786638	76565.61027429663	13633.666807419817	38142.41257206532	52466.89351665399	62664.94454089461	64655.46480462648	76629.67751871626	98133.88023465908	71243.42086966033	56700.06690824047	57602.14239872629	47102.09659488645	82095.3419674123	46906.06594779964	97163.10708601259	96553.9930181205
PWY-5104	45733.13430783085	42821.730403812406	35265.414679826885	38376.862920047126	39530.03133378954	35587.75250653181	4618.306152413628	18999.299086717292	21322.623222111648	30155.277221196262	24599.92212066113	27158.02880975786	59088.86439236925	40863.01651653215	31499.28008387115	35155.40215188359	27504.448221831888	49204.03970436318	27446.02661805911	56910.99874061825	55984.26717389408
PWY-5121	53049.44554055643	53898.21801427412	47023.91079306996	48447.98521514998	53906.5832534318	52365.19164527874	9403.144893098424	25681.91651171378	35632.59743035822	42219.06953388989	43328.85458474976	51115.4855929259	66208.70076709738	47899.15836907492	38118.89534229767	39253.959192698654	31863.135857511756	56046.24227154081	31270.372787532135	65044.54204129463	64378.44988477419
PWY-5154	52705.22538128968	50075.523276052525	44335.19478107623	40057.358769903054	51559.85853389333	50345.75974189798	9085.840028567927	24136.815890886126	32910.4098270778	39939.030052668866	40765.86597776826	48388.604204471914	65777.19122314418	47630.5795919644	37824.6234475767	37674.585560808904	30919.090650434195	53446.17986991272	31200.487040107102	63915.920420566654	64070.56676412364
PWY-5177	18.338037485055835	2.339964278490283	77.95624110812464	7.999486238886496	62.976065906783525	52.323291489177926	0.0	10.998359583768128	44.98076962845976	31.991856329912764	59.97481470203473	97.44364639699405	647.9682256035358	376.55862347651754	306.2174600992451	355.93931197554	239.91471776377358	592.0992483369464	259.8267348863013	544.5625747656007	530.6470878638813
PWY-5178	1382.606851381661	847.9946227856327	831.3422791886965	917.6305071610308	981.419385144265	1365.617102658004	172.8006911119533	396.11204405915606	991.3683358876588	939.3647520079165	1618.225481506823	2416.126921717474	1564.94606442319	1183.7022323040876	720.0967107635984	807.372535588101	682.6627819893907	1337.2683440732133	518.8458523610908	1260.4155460584193	1109.0437335693039
PWY-5180	8983.79318256691	7782.386805974954	8027.835716614191	7461.082128005704	8143.942383894879	10079.219978008083	1610.2446334229633	4405.301291306686	7539.424958064833	7241.712308188591	8336.624743937864	11107.84464454171	10066.989282015758	7728.020635497044	6302.945573175119	6500.88819294737	5566.643399243544	9479.049249191723	4371.3099480998735	8276.591982361168	7529.342118465197
PWY-5181	6186.0364284300085	4879.611107274232	5772.069562307839	6088.548030544447	5433.437207368266	6239.718054279041	1815.9499888591347	2507.5366654020486	4239.131634799599	4863.490520767864	4432.886846181366	7493.1241655632375	7566.843604001179	5610.586496447849	4399.650282195059	4830.488069678099	4024.8790454716627	7327.275551327961	2668.0945818180758	5841.431725514289	6077.118401544301
PWY-5182	8983.79318256691	7782.386805974954	8027.835716614191	7461.082128005704	8143.942383894879	10079.219978008083	1610.2446334229633	4405.301291306686	7539.424958064833	7241.712308188591	8336.624743937864	11107.84464454171	10066.989282015758	7728.020635497044	6302.945573175119	6500.88819294737	5566.643399243544	9479.049249191723	4371.3099480998735	8276.591982361168	7529.342118465197
PWY-5183	1776.7126749459792	484.33750027493454	422.53579594952305	768.9298758759916	858.9862837497822	1083.0580150617097	226.66846906084785	0.0	662.9495344445114	796.2051966073421	1440.3887785450936	2579.765853948891	1524.9185755037515	1109.992048991701	780.9261827287262	978.4324684049765	597.0792471809201	1168.0715726599742	569.3654767843472	1183.9352450432516	988.8686225337495
PWY-5184	15.162375148861033	0.0	36.61875436616903	0.0	0.0	12.809327452396808	0.0	7.463203336357881	0.0	21.749668016554658	0.0	55.570476061740315	305.2068939443363	223.11694001367448	0.0	185.58822702734335	148.6364435417704	277.958947004446	0.0	199.59778875326938	64.25432920767966
PWY-5188	63191.13422292006	64911.98436536724	55115.7272652047	55157.22918888884	65570.81698174468	62175.776155186606	10917.483207778329	31130.05258831563	41768.24058711728	50328.87422559069	51972.499046515004	61035.763066802036	79365.21456002656	57503.72574624372	45824.50888440815	46849.55198404278	38319.27853665577	66768.28290912682	37623.19907725514	78205.99048366734	77662.81364080877
PWY-5189	59244.70324483389	60354.020785365734	51604.60557046585	52191.951844265204	60604.76673048366	58207.88648810545	10301.529268031478	28858.586766498007	38942.6198647402	46817.891376906366	47662.6801172308	56965.34487708444	74930.93003899076	54221.647646560836	43101.3058188652	44052.185267627385	35943.46179660875	63018.92285904424	35104.186386613794	73061.59857859793	72590.68009771148
PWY-5198	405.4409480049301	212.00871104664134	1635.026439790167	271.6211114966298	165.4522328760907	300.9212750741863	27.90456940296572	331.259938038504	302.55111235742464	1376.9491956471481	418.9079759397075	577.2112473404179	1124.7227791507948	828.0040968690745	682.206117803701	980.3730861420761	786.8195245640621	1401.7509787942527	1193.86355695863	2614.672076391786	2614.7372567475772
PWY-5265	0.0	0.0	0.0	8.996401137622074	0.0	2725.107651720362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.91898125199864	0.0	0.0	0.0	0.0	0.0
PWY-5304	14226.669999999998	12233.04	14168.189999999999	13404.63	16655.489999999998	13967.010000000002	4352.83	6121.6	10460.87	11918.09	13792.41	16856.67	18585.25	13544.83	10287.77	12872.900000000001	10842.0	19556.08	9958.5	20179.69	21112.23
PWY-5345	49279.39822292597	48349.421839759736	42990.572966778884	41203.35694259487	51250.76104109411	49626.75084961451	8895.704639998317	23667.008699597027	32537.163418071446	39148.07996167892	41589.63543207948	49777.8718267029	66361.51795060761	47492.04787779346	37991.70897031232	38439.81331992764	31236.643952269325	55236.44377112479	31060.453314472248	64466.480276637434	64319.18923941833
PWY-5347	51887.97832266745	50553.514301038005	43940.897478712395	43075.35285242431	53048.94356192209	50365.02022368411	9100.484457391969	24028.553187990292	33199.728042135765	40156.50558926495	42731.36784609855	51419.32728006204	65285.932439083415	47076.80006836908	37490.28230070232	38225.55142756466	31440.810819444687	54786.721991511695	31248.975961325094	64148.76234164047	64034.24756721134
PWY-5384	3358.1984578395563	1950.55388039145	2885.756006708203	2158.334385606485	1785.155855155135	3381.3060528326864	109.29770715897588	885.5895693493155	1173.0249586615864	1750.422191847083	1396.151314853219	2873.1211348450265	4072.4115162965754	2771.533730025168	2269.4042169318172	1990.3083878018788	1646.7359863431866	3219.1263300448395	1882.4048899055672	4096.492246914748	4197.6172942981875
PWY-5392	8496.807887369341	11461.736921218377	9563.235002045625	6304.280565061236	11434.845304895453	11707.78899696057	2496.721752894721	5422.641447750382	9154.859702081818	8528.286702989795	12181.223069451855	7876.825731583889	7826.227857874132	6290.454035418625	5029.013280584301	5991.223034703195	4993.784137644604	8046.907548970356	5159.794889049207	10276.449904833467	9918.319917921002
PWY-5415	6336.203341301297	5768.190122784823	5624.381987066504	6598.741482114466	5923.0548470239655	7675.670157563255	1304.021079443766	3026.9551494941475	5584.045352608806	5058.875024680083	6210.674211676602	8067.719594628821	7562.138139715971	5765.866557220552	4451.2827039742915	4866.290578063383	3933.0097511690856	6947.973052797486	3074.2080770560115	5898.381803719285	5446.587368179843
PWY-5417	3227.779910594394	2558.7230876433055	2839.4430178322946	2394.5772861238997	2972.6221715214506	3214.671348189017	528.5478121766255	1289.3577692663193	1789.4788270958645	2381.8060869467636	2237.8076565913725	3656.016345194884	3860.679071201831	2669.3548382825024	2201.579315124158	2276.915458601883	1906.360563265558	3372.6332403441875	1650.917079406559	3566.690631274411	3570.807866302474
