,0
cfb6e267432844412cd420ea955a0475,747.0
09628befea2e3248a9bb25729091be67,747.0
83544606bd08782cfea46dcba9f1286a,746.0
b18659cbbc04ac5ff67b8add2ad465b8,744.0
0a8ba30a3cc167f1bbbfd76369f8db67,743.0
7d2cd1982996ab2048ea83417b97a121,740.0
e6597033d1da43b4a624eb127268633a,740.0
8bf58a042584d39cb5ec70a274823cdc,738.0
955abe6f045afcb6231348416cc65599,736.0
27dee368cc75b840ed6eaaf41262f36c,735.0
674e7c4c5bd819bd79b9a7f667897390,735.0
374b6cbe3c173d45cf1bde72b02fdbde,732.0
9674d051f795bf2dcea5f7b23e75945f,731.0
5ddfd53d75ebf867d828a6d7165ebf76,729.0
9420ced69f5b6280455f569e020cc338,728.0
9027f9357fb1fbc3b69e1cce73845cc8,725.0
a9a141a4f5d7b82518b392af0b2559e2,725.0
9b184af9b2d3e442ab8ddae21853c313,723.0
73cffda61030cf3bb1d88e4cce92c03f,722.0
008dc395a083a90be9c769482c273ee9,720.0
664447f0bfbaef5397acffb2630d065a,719.0
999b716e038a95638efdfb461eb2381e,718.0
471a09b055e1700e178749aa1503a057,717.0
632a265a61058d187c2a67bc12714c79,716.0
a184d2b63064283191e0a997aa6a5f1c,716.0
1be0c770ff3c73ba53ae7f1744420e73,713.0
991c8c1319e3ab37d130f333c88b84f0,710.0
f8937b2732fa0920a6baa2be9b99322b,709.0
a0d815c54c31853f8ef08d40c60a1c43,707.0
43b6a606cf9dedc32f1acc11acc39394,706.0
e603f9569576355ac9428142bbb3843c,706.0
c472b90e3dac1befa43bbc8ef89a34c3,706.0
bc11492ade13ca3408d510738a8a2930,706.0
722fbc2b145b43d6c41b67d2dbf29340,702.0
88844e1f9718281e33c4f2188197347f,701.0
f88f582872e7f68768291a571159a1d5,700.0
166a24e0f54cd05760974ca17bfcd49a,697.0
74c105e8c0d56d040f119f9736a41436,696.0
fac137e0959507feb90aef47707c1906,696.0
ede335e4f728c8ef1e53d02f0caef0a9,695.0
ce49db93d9a529dfcdb19021a9b239e0,695.0
ef3ac5c744393f0e5d27c904bff14eaa,695.0
ece6d676ae8e8bf28f6121fb73e58c61,694.0
f53c813117a027aae67d8c1cd3e60870,693.0
aad7d67b39a02ed93892d2a7f169af25,692.0
d593317576b2a3a4d9320ce083466692,692.0
c7aafa6b0ed05b34409b5a119690d4be,688.0
df3169f87d479d26b2010b195d37ed34,684.0
b6938d26cfdf0ce1ce79d87ab9baae51,682.0
de38896f44512e14d36e7b27ab0ac5fd,681.0
f54cb3633627b2ff0db68311f139f319,681.0
bb1b0b41c6197f6031f45f6228595547,681.0
18d72c71fd31e9b422d16faf3636db02,678.0
afa2c140042a4d112a888245bf9dce0e,678.0
4ab1448721d9769150b1ac08627ed683,677.0
66ab83191f2b51e50f338b079941a30f,675.0
5fd3de9ecfc24e451fd979dca9372df0,671.0
f6127671db1be35674ccde6c749108ac,664.0
6bd1b87603ad553d915331906efeac89,663.0
3a43016f96c79c02e6202a775c9d95d2,662.0
6ea9c9039081c66b6099dcd524d4f22b,662.0
efd6e57c275582d4d1c43533877eac07,657.0
b2a65d3fcbefe7db7049864a29d6491a,655.0
8ad3352a60d1b0f22347834335be2fe2,653.0
09c84d09e2dc18465759c2e07ad695bb,653.0
b53119a61f0fcd1ed3c64c736405a414,652.0
1a8a0ae15609ab62e1ae54acb069a484,652.0
2b64b7f1542f0b5c774b085fc0ddbbbb,649.0
050252495991c507642ffafabf7df7b1,648.0
31dddbf078f25e81bf2d1ee0b8a8ad45,646.0
4b452f72ad378651649ab58f05e2d5f7,646.0
62c7872398ce3caabc1aeac8b79bdda5,644.0
529849af004dbc6922178fd4c5f3edfa,643.0
f9c5d2f4d5fd8b7111e4aab359d9ef54,641.0
38b694d415362bcce33275fa5330cc1a,641.0
ef394e66c2ea83ef42bcacddbacff239,639.0
6c440c9c7938ced7c40d964984e00ddd,639.0
db87c5e72d5df677c882b5d56a369e81,636.0
b696150eebeba6acddd5e95b528f0759,635.0
2dcdf8b6d0ae8131ae98f4532796139d,635.0
068191d7eb0a9588f597561541e644b1,635.0
d5d1163e2600d2d0b422a531533bfb83,633.0
d0a547c488bd2f76dd870ac3e63105ed,633.0
0a6441ff1511c1f47fa348b46a6658bb,633.0
1615e0780c918be8a9de22d2fa75d2e8,632.0
54d40607e0974a20556866b8864bfd79,632.0
cb7f7a2e3804216e7e9973558f87226c,630.0
a237350f1b188a3c901fd382ecc921e7,629.0
a897e4f868926ce78134cf520c4d8a79,629.0
facc6deab5c45eec5357163f1b5fe8b9,626.0
b3a57285b3741e43976d23618c34df62,625.0
75d574b70b0db5af4ba9fb85cf6cee3c,625.0
fb4152ab2d350e3a148bc387ea1a9467,623.0
69b77d826fcaab048e1a5bbc5d144a17,622.0
30e8f104c29205e26c6647152f1ba779,621.0
2ecba5b7da7750788158d223e3016663,621.0
46872888d4a2413c5105044c8ba83307,621.0
38762f67f5f75be697bb2d04f2209768,618.0
9b931240d008561f4f5012481bc3c3ae,617.0
9fee6b452a172228e553bfa91e48960f,617.0
66f9d57b06ca97e30937797357518cf8,615.0
94746d13e766c8a6a1c88c6dcd0758cd,614.0
529f9f20a21bcf7a780444337fea47b6,610.0
a7ce7674f1cacc68e760ba9b71f95093,610.0
b566a38dd4e49d863c261548daac57ea,610.0
07f9aab669b12029d354675912f63fd4,610.0
2fa1d771cac6e17100d1d27e493e79bc,609.0
73610e98444f55242846bf7c7f04eb17,609.0
fb6a0e3c98cde0178d56d9ed50944424,609.0
bde1d3d127652bc139af893754ee7717,609.0
229ce05f0e8506eab3931be38e69d09a,607.0
b3f174989f01b1466769df1a260c9f74,607.0
2e3d9a0c0cbea8321b58364953b4bf06,606.0
3533243683f4a021de24dd1279fa3b4b,604.0
2c89a538a713fd1fec7f8805ab6a7a8a,602.0
bc8df121d700f711cc2cb5a47d168cb9,597.0
6f68c5e5119fd54f2fb82841966ffa55,595.0
e682341fc0d6bd7f2547050de145004a,594.0
234cd3c471e4dcf0ba0d97c5f85755d0,593.0
8b452394b88710494c91286c8c4b1fa7,589.0
5fe47eb22dc3c84ffe55ca3401c79032,587.0
ea7df7932d39013318e6f6e5dc03cd0c,587.0
08a9e6c31d856884a2e6d71e2a407019,586.0
bf4821bbf7f31582d706d05cb065664b,585.0
aff55e04c95b9bfc65e86efdecbfed41,585.0
024cc4d2c2e7139307e1d04b19d88624,584.0
002c2c350eee06aedda74860ba6fdd5e,584.0
4b5c8eabc032a581100e50b41566634d,584.0
e6bae6b0a05db90b1c89c52b80990073,580.0
20a2c96cb2893fa5ef0045231ac49b9f,578.0
ec9462be7d7e2ec1c9a775cf38efd87d,575.0
64b121df9972ae281614caae41190a92,574.0
af0c0fee2e26a9e18fbf97d46329e562,573.0
599d258410afaa3d644f752a70a597ca,572.0
b94a64adcba2db72658e086f93c05737,568.0
6aa8ede9aef1dcb1d08947dd2bfe3723,568.0
e3954c14103e353f0caf770f43cf4d9c,568.0
44515a869203160bc25e8da78ddd8ec2,565.0
e8b527d3cf896b6d9442e0e06bf894f8,563.0
f924acc79c6f89c6f1c06faad71de38f,562.0
5afc438e010e4404002af2172334fa08,561.0
df97953ea6ed9ca2dbfc164200ddc5c4,560.0
a4d75f95c1dd0a1d7628ca4ee4fc9baf,558.0
5ae3dfc7346c3d65c127c5e070ae66f8,556.0
9f091eb12f8c0a31d4b1898dc7941e46,555.0
168284804a7bf57bd5f1d99281a23149,552.0
e190c35706bdcb028f09f99fca739fd3,551.0
6f15bfdf194370212bd14207a841b5e4,550.0
7dc3a8d42e4e6123c633c6cfaf70deb2,549.0
df537fef6b3027d3c46ded531fc4b94c,548.0
e78ede745e713afc987ceee2198ba018,548.0
047e6e5c519ef934ffe59e1d679f5549,544.0
984bbe23d63c16cf84af42af0f57fedc,543.0
737c6390f8e159892bd0b403f2984989,542.0
8e8b24175b8a8e69a3fd7861e310f372,541.0
e3c1bc88243f2e6ef4d7cd291bfe4a4e,541.0
2895e731cfe4af6e9896936f31c297d4,540.0
23ebd867a2b6736aa24508d9745f8569,539.0
8d1dab2b8b8ea32b3353095c925dd81e,539.0
d5dc067bed2bc5ef88864fd426364e35,537.0
cfcd94b306f4c0220bfd6b736611801b,536.0
c7dd29b8301e8ba3126b40796319fbdb,535.0
7ccbf263a56fd6560ac75ba0af9de37a,533.0
adefe80dc8ca4c2a8e2a369419b40e78,530.0
cca19aadf3dc175b0fd5be6252eda35d,529.0
1e8ee9a0af5f19eef78c7ff511ff8cb5,527.0
b47dd3158d7dde56ff080b4da06e4c89,527.0
0a44eb65493b8f408184f19a59d847a0,526.0
0dc3dd1df5d6f8e9bd6cfca972a049ae,525.0
9fae8ff9c57706236c075cf83d952215,522.0
4aeed0efe54a28ac049cfefbc728517c,520.0
82a307f839f38621c1ecf0277c51d924,520.0
ee228230b3c12af91e65eb2650d4725c,519.0
66c1793932bb7b223abfe3f32f98a5f6,519.0
2dea265db064dc67235460fe42077143,514.0
ac3b0869628f6fc93787db57384bcce1,512.0
0427c6bc71caed0107950bae961f3cde,512.0
f0f0d63e553ec7a545eb92b39d0e63a8,509.0
4ad9e481ec7001c284a52cc40f5993c5,508.0
bd934b29546f686f7ac5290d386548f2,507.0
f4c4c85879accf5b5037bf69a47bd375,507.0
1a3eda2f6e97e79c5bde5725a0853bcb,506.0
fb542ae8dd2b25a2d5beb5270845ecce,505.0
58ab7df8b7e8c5d21b56b966c1d0b7b5,504.0
a133028e02920795647c99a795b81776,503.0
81c33f14ce282bc1cda197f53e936ff8,501.0
93af3a2a18d8d06cdb1dd37944567982,501.0
17dcd493d2a81631fcb04dc1e384a211,501.0
2d4326677351fe354cb178bbb2b78b71,500.0
f315012051ffcc422f0ce2d5d68277b2,498.0
1a08c6c19aa8db35b6f23193ec415db0,498.0
f5aca38924ba5591ee097c34406f4375,497.0
f39ac8bd3e428dd4fd8472808a2fc164,497.0
a925086af3d027d61c5b09a4fc2389ec,497.0
052c108547e59bb1946b6b6c6b666ebd,496.0
9c6cb08b0d31473af8b44cd2d84a170b,495.0
2604febdd65381349b7859fbf30bc498,494.0
5e4b25d289797b2755e04c0462bd343d,492.0
4e30ae4c46b1c45f2967b1a13fd92e74,491.0
99caa91edb935c1f9988cf2c961fa0d0,489.0
1663392da87f96528a4388cfe4907bf3,489.0
e2f795bceffe3c71c8d0eebe302a66ba,489.0
66931afbd91df6d2d9efb73805354f85,487.0
312ac8578d1baf811b96ba9ac52f011f,487.0
98e00a3fc7a253f1f110cd44aa2e2cd4,486.0
79ffb0bf7f2ea0e8b7a05163a364fafe,485.0
8a53d94bfbe718ab870ccfd1e1827f60,485.0
5af803c25fd608d8bb4ccd3b94f23db5,485.0
42930b3cf8c0d5820e755eeb0ee1ae2b,484.0
159faf90c5776b784d8bc8431e14ec4a,481.0
abe3eaaed3d40292b91219d0687b9771,480.0
3cc99cc6807b01b1c394ccc9f2fd243c,478.0
a8ca6688798b603d9e3c37ebf354bfee,478.0
5c3f41c1d54db6f1bb4d6a42df7390cf,475.0
96989042fa9153966c05dc2e7ea0ad1e,471.0
57da2818176fa24dab43f60325633d16,471.0
5c0dad74eeaf3e74ecab0d696919c02e,471.0
9f26151e0bb017145640850b538d685c,470.0
435a436a8ad62a3b34d80dc30b72f29b,470.0
780c678435e45cb6118c530e09d7eb69,470.0
c0631cc3a1900a293a867004bb44d762,468.0
77c50bbc93d5cd971d8893f0f16bb4d5,468.0
272b7ee712e1f33fe9cdad670182dd41,468.0
8844d9ff076193d2dc3474798b2c5fc3,467.0
9f456ee920544edd7265f84e54ce3048,466.0
50860b9fceb66fdee86c8d0dbb8a9b6b,465.0
f11923d7fa6d36d5a10d22b701789786,465.0
cf3cef84feace7e5f208dbf9d52a2681,465.0
d6c838951a4728cf6a598016c13629fa,464.0
cfa3c4c00ac17ff157eaf421a94cb3b4,463.0
7c86424d85e2ad6829965d61a511a4bb,462.0
1e4f4d85c641abed9b008e63f7c1722d,462.0
5bff674faf3b35f33040fa78903e7f2a,462.0
fa7f6cbe4e6db3f6d4591957a6eba079,462.0
cf614f8f6f5f10a76dd6a5b54eba9961,461.0
8014c49564a59b6a5a82b4fc957ff23a,460.0
f113c8cba1360efbcc3eb3d734668bdf,459.0
45ef3c18ee43095d3b07c2693d87e738,459.0
8460be836238edeeba20204a24a2c942,457.0
acaaa99bc094c19bedef72e09f367784,457.0
7388ee9758b08847c2797b5bc3c46ee0,456.0
cd0128a93a99abca9f92118b8fb6b72c,456.0
f0eab93224e35baa9af0e91ee42bd841,455.0
62cb06341da97ef926c80c6810d13a0f,455.0
