sample-id,depth-1_iter-1,depth-1_iter-2,depth-1_iter-3,depth-1_iter-4,depth-1_iter-5,depth-1_iter-6,depth-1_iter-7,depth-1_iter-8,depth-1_iter-9,depth-1_iter-10,depth-6155_iter-1,depth-6155_iter-2,depth-6155_iter-3,depth-6155_iter-4,depth-6155_iter-5,depth-6155_iter-6,depth-6155_iter-7,depth-6155_iter-8,depth-6155_iter-9,depth-6155_iter-10,depth-12309_iter-1,depth-12309_iter-2,depth-12309_iter-3,depth-12309_iter-4,depth-12309_iter-5,depth-12309_iter-6,depth-12309_iter-7,depth-12309_iter-8,depth-12309_iter-9,depth-12309_iter-10,depth-18464_iter-1,depth-18464_iter-2,depth-18464_iter-3,depth-18464_iter-4,depth-18464_iter-5,depth-18464_iter-6,depth-18464_iter-7,depth-18464_iter-8,depth-18464_iter-9,depth-18464_iter-10,depth-24618_iter-1,depth-24618_iter-2,depth-24618_iter-3,depth-24618_iter-4,depth-24618_iter-5,depth-24618_iter-6,depth-24618_iter-7,depth-24618_iter-8,depth-24618_iter-9,depth-24618_iter-10,depth-30772_iter-1,depth-30772_iter-2,depth-30772_iter-3,depth-30772_iter-4,depth-30772_iter-5,depth-30772_iter-6,depth-30772_iter-7,depth-30772_iter-8,depth-30772_iter-9,depth-30772_iter-10,depth-36927_iter-1,depth-36927_iter-2,depth-36927_iter-3,depth-36927_iter-4,depth-36927_iter-5,depth-36927_iter-6,depth-36927_iter-7,depth-36927_iter-8,depth-36927_iter-9,depth-36927_iter-10,depth-43081_iter-1,depth-43081_iter-2,depth-43081_iter-3,depth-43081_iter-4,depth-43081_iter-5,depth-43081_iter-6,depth-43081_iter-7,depth-43081_iter-8,depth-43081_iter-9,depth-43081_iter-10,depth-49235_iter-1,depth-49235_iter-2,depth-49235_iter-3,depth-49235_iter-4,depth-49235_iter-5,depth-49235_iter-6,depth-49235_iter-7,depth-49235_iter-8,depth-49235_iter-9,depth-49235_iter-10,depth-55390_iter-1,depth-55390_iter-2,depth-55390_iter-3,depth-55390_iter-4,depth-55390_iter-5,depth-55390_iter-6,depth-55390_iter-7,depth-55390_iter-8,depth-55390_iter-9,depth-55390_iter-10,Type,TypeII
NGS069-23_16S_36,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.77570682702716,9.839211974803671,9.798441351974882,9.802907901842763,9.816108730297582,9.8073237870939,9.797190555480938,9.828100718047924,9.822214411973642,9.802418395283444,9.95355204500171,9.93207189036497,9.94739922300782,9.949612611015176,9.950547111480548,9.954431406644792,9.937104151707654,9.937126729421578,9.93170161343004,9.95159962436413,9.98457880278264,9.987878128562103,9.986125794646922,9.994262069528194,9.981929487097474,9.97065354007217,9.984247888716505,9.991674363352384,9.97847104080664,9.973266720761911,9.997641117652435,10.013611654679291,9.991611533095414,10.002655008205222,9.997144872270937,10.010144341052523,10.008981820869208,10.00500934890998,9.993991286484862,10.017748449624326,10.01248800083352,10.019494949483343,10.024988422831605,10.017712630585308,10.019903520358314,10.010566907632226,10.0131672743821,10.013503770030258,10.016198381927865,10.014982734923098,10.024083455724046,10.025639754614987,10.022969442849613,10.021979670922295,10.024392467532763,10.019194438742568,10.020965469932888,10.017332729314903,10.026914718048335,10.020273362321367,10.029525928523691,10.0291078538718,10.029316381305811,10.026841219437186,10.031331886478933,10.02764349401629,10.02851399687944,10.02385288766492,10.033995969671432,10.03282179442042,10.03402793317636,10.02998401826514,10.031886412756304,10.030538258376486,10.030496573748934,10.031246811696573,10.029632089693653,10.035976667650576,10.034755690279011,10.034185668821644,10.037011617303698,10.03599063543562,10.03679880958328,10.036862290749196,10.037945675130755,10.037517311140782,10.03438652251769,10.03570255493084,10.039082267222916,10.037214279181914,livestock_exclusion,Control_4
NGS069-24-16S-1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.146387780684218,10.141383999393712,10.15099999924085,10.148237232333903,10.16162583344385,10.15078885507717,10.1369638660295,10.15845746458575,10.159941763385437,10.142330437801949,10.29322544603233,10.305177559853387,10.301208881352446,10.32171740458277,10.32646801821482,10.320999065139397,10.31809495601567,10.319927416429096,10.300562063815258,10.299439631765448,10.358663934432812,10.35923673402031,10.35130858206225,10.345523246270634,10.367050604138193,10.346876356463806,10.34481059746231,10.354182251040648,10.35397222634251,10.351636895600162,10.388136009707791,10.380146154014405,10.379275730612212,10.378912295187424,10.378007585772274,10.374807723540629,10.396676328599346,10.35110788017134,10.367415303595584,10.376983886241442,10.397027309821445,10.393268143698862,10.404654185566596,10.391472173763836,10.394830686861484,10.378257273472377,10.38641500813936,10.403275593356222,10.39656629530996,10.391910644472205,10.406480392976665,10.396076023666977,10.398691216464451,10.399684744046612,10.408266116967123,10.412995266148142,10.406863754248135,10.386873655090954,10.393009382154176,10.408461285061785,10.406794650791236,10.409951700050216,10.415382467475084,10.417540204401464,10.417478952155331,10.418282861751257,10.407229639411728,10.40668251223741,10.409571176612848,10.41620401647326,10.418276224518088,10.412391737613689,10.412967095624854,10.416790854687008,10.41634352108642,10.419322484720167,10.411532345109825,10.416424857154794,10.418782856790376,10.408023738904264,10.424748637505369,10.419760502166383,10.421802586814882,10.422633952287237,10.41847729173696,10.418363187929886,10.417729528678509,10.413511808990592,10.427012320948627,10.419742562042485,Equine+c,Burro_8M_1
NGS069-24-16S-2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.976031736117564,10.000675380540244,9.980989808775762,9.964529354584204,9.971709284510204,10.005452270785009,9.981783127745288,9.944867709747111,10.019534991424957,10.007466968916855,10.113866806387868,10.095057450370168,10.128196602103424,10.148870835066337,10.102868403113384,10.128679261620611,10.104605008104748,10.09786049653973,10.139196530429745,10.12046688070521,10.163517047598113,10.162396253914798,10.1503570821781,10.156004496437316,10.154443272622558,10.178040173105057,10.14893948361316,10.17203163179139,10.157552241167402,10.153197594434609,10.180716042270612,10.189487285539531,10.184427173923115,10.185519206261787,10.184059298655518,10.188454253564034,10.186419271381205,10.181642756893536,10.182485176295549,10.181005475707083,10.197295353274637,10.191210488847831,10.19351914567712,10.19907586665095,10.192379362103877,10.199120462037603,10.191849558243511,10.202488036275543,10.197708659559812,10.18804899007778,10.205291528963398,10.197317052376196,10.206226845167452,10.205697971714482,10.20599789228936,10.210419592326057,10.197488564436611,10.205143376817407,10.208784058056466,10.199429030201982,10.20770776420332,10.20770373347943,10.205499650652577,10.213124343182216,10.210043550520378,10.207037537911525,10.208486838123711,10.210566184997464,10.211828138764236,10.21613983792544,10.216417508422811,10.21569809700144,10.21518055261788,10.214781844651338,10.216377883847638,10.21531240837924,10.21200064384293,10.214893009572029,10.21593565682092,10.214910806006984,10.218077692467464,10.219552049916532,10.21987637381053,10.219869639901786,10.219700001954374,10.21934281756387,10.218576548644204,10.219580196286222,10.219612069599556,10.218226537770429,Equine+c,Burro_8M_2
NGS069-24-16S-3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.88005939344035,9.872536570271242,9.856250277317487,9.876581211173136,9.882029407289972,9.872437124256836,9.890862137248371,9.856771135080836,9.88037432999689,9.868102073443024,9.982008077171756,9.981587667446004,9.960578066161528,9.980289722078794,9.99275233072819,9.982315752821668,9.992208189318204,9.985167883382358,10.00010519957812,9.990236960426424,10.015713546065664,10.023508618613732,10.027831436096736,10.018835888795666,10.04016819141706,10.024171707562829,10.025329852323374,10.029590407397205,10.002868299120712,10.023605585182043,10.04318039349573,10.039109711416144,10.046640011671814,10.043624224138988,10.041101964844842,10.03537273778881,10.03973241832318,10.040777293045826,10.039222831431031,10.048714337950203,10.04827945436616,10.048458454124033,10.053742145901891,10.052130302214136,10.04411078749485,10.05123762819117,10.043475095820057,10.053819801501518,10.050130749344108,10.053064794360104,10.064775137888454,10.0537487199259,10.059553153779987,10.058458550846526,10.056848528706109,10.05921207925546,10.05792084950126,10.059155336735015,10.061808032083754,10.05671118558531,10.061194127776158,10.060379847925176,10.060581719145343,10.0612588337483,10.06387191535188,10.064789098073303,10.061917522673111,10.06424045725984,10.06376202511638,10.061033549350537,,,,,,,,,,,,,,,,,,,,,Equine+c,Burro_8M_3
NGS069-24-16S-4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.924901987334168,9.93442130419764,9.901955314513495,9.942445411049183,9.949358135394508,9.938036913926773,9.940724147648943,9.90785824087063,9.922419784217317,9.952992984776072,10.067859461230732,10.032912834983724,10.056936026345731,10.02600196094368,10.077534190872091,10.059192622132649,10.04967487578508,10.03576463712402,10.05444802642373,10.040787993006823,10.08101218183728,10.090745581772897,10.079302115073297,10.074397986961609,10.07773146657562,10.088294120507994,10.090873277759902,10.092052827102092,10.086596583497307,10.072663763818303,10.096570482297796,10.108307390692966,10.111089443404213,10.105103842675987,10.112701198139948,10.104313532733132,10.10154108176077,10.105361351464005,10.1178816027816,10.106362082864424,10.11551496599549,10.117477314047488,10.12120026564885,10.120591385065724,10.116016710149388,10.116069622408006,10.10952285636071,10.12241324608698,10.116000755644317,10.106764278381752,10.11587072012602,10.118175582078806,10.122928844975132,10.1281417207983,10.123062826066125,10.1235348617773,10.12221153142878,10.12362849037585,10.11528172261161,10.125107854636708,10.128156973738244,10.13241484946335,10.127849956043717,10.133751478461168,10.130229452766253,10.129338283183476,10.129726683375774,10.128464533992553,10.130456568394887,10.12942748666207,,,,,,,,,,,,,,,,,,,,,ovine+c,Oveja_8M_1
NGS069-24-16S-5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.774638797293884,9.819596937267091,9.816818772584286,9.821666881985491,9.809546858121164,9.79965908998585,9.80903583750776,9.80881834014391,9.820977443210158,9.801209772085477,9.909031654297534,9.922789653919413,9.893655799401834,9.896900215128666,9.927465277025556,9.903561936796548,9.926327421245398,9.935302261945743,9.934608542423932,9.923746929608544,9.959059275889413,9.943285932951444,9.954404612075342,9.948622734463818,9.963957725428262,9.95488403957206,9.949952127562828,9.949682750496711,9.960442403615714,9.959911646332111,9.969812762716655,9.97171407030866,9.966411400275137,9.975098279403264,9.981482081610343,9.970426916721436,9.966090749390691,9.961912072471089,9.970881643769353,9.9828888163273,9.978301428647264,9.980035298574704,9.985325559833331,9.976695773987242,9.979315166193556,9.98019075137722,9.989310166247217,9.98656453997294,9.98007545199981,9.982489162406615,9.990460025983795,9.989400946072736,9.988979079845974,9.986546211703802,9.99183201328798,9.988829953913434,9.986537919800424,9.990121521615642,9.989152676159506,9.989927509870842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ovine+c,Oveja_8M_2
NGS069-24-16S-6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.137338481489316,10.137567901153425,10.131140015090567,10.132582589025455,10.146451106328875,10.141445128056656,10.126289630975664,10.117565030918078,10.147521104709904,10.146745214271483,10.279578148802644,10.2912320790216,10.30412021254906,10.274796703842924,10.260223831311748,10.296545509124034,10.276111700417122,10.27498593486034,10.28062745724277,10.272255382723705,10.336539164301806,10.33568692636544,10.32506249628117,10.332784325724967,10.354150012933047,10.31853471191064,10.359286606541904,10.332297411926696,10.333931709100032,10.32713911995392,10.364096452197892,10.359688533735104,10.363744977561854,10.365357874016905,10.356749369667911,10.36615581602248,10.357099543279515,10.353066866823337,10.356727900005582,10.35593648167576,10.384105286305775,10.362166050882692,10.37444722535234,10.379919161900313,10.359201839110677,10.373676330109204,10.366580148397516,10.37521433316542,10.37480473078929,10.36921571952107,10.385499723715531,10.379504231114018,10.383877339089342,10.378228126054122,10.38762360528244,10.387890790193936,10.384521211413851,10.383727780731878,10.386849739400065,10.390670149089544,10.3823824366921,10.396012002840402,10.388100961492984,10.39443931742669,10.389072973536932,10.399898606156148,10.384957567080182,10.39323191964158,10.40117039597634,10.39486822661809,10.395011312869038,10.396450288218103,10.404399206065554,10.3939183817309,10.395454166866182,10.39676243002926,10.404188860786348,10.3935214095181,10.399893869427183,10.393504703808164,10.400838607032677,10.404205888349034,10.399921724313542,10.402026311305416,10.393682366907164,10.398114067720057,10.401606077956783,10.404220812577272,10.399951421773563,10.401264834319525,ovine+c,Oveja_8M_3
NGS069-24-16S-7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.42403848565664,9.434783522480643,9.419930486176153,9.424093881564954,9.42344958014386,9.443516461328754,9.437767253452677,9.422944250649008,9.421017819946906,9.429398060945315,9.511479077910124,9.511220431155344,9.5120748841409,9.5357026098813,9.513942665855268,9.532801005892187,9.516140779176494,9.522473203930046,9.51385574778981,9.512168743565528,9.531472236353984,9.547080596374109,9.542227332616116,9.532029239360272,9.5353088892355,9.54778485130361,9.536939132527843,9.548834030872149,9.54252140284125,9.538352817846468,9.547045043432842,9.553743743472287,9.551261961600364,9.547630804333414,9.550991508970249,9.565725215538086,9.566010582734606,9.561492220742789,9.555481818258336,9.550818641539855,9.558873942077868,9.56568308933231,9.563885106234986,9.56776783550653,9.564851014037975,9.563584874188022,9.560274931854703,9.570691998142284,9.56278027592096,9.565043951180764,9.569379719012446,9.56929483498313,9.568579319438632,9.568204653193597,9.56929478732675,9.568615001077632,9.567509138265985,9.568734271967516,9.566612906126364,9.569771161198805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Livestock_exc+c,control_compost_8M_1
NGS069-24-16S-8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.90769645285293,9.93897261180027,9.92929703675063,9.901426393269002,9.882150085727291,9.920987979352455,9.89631479746702,9.89472097510266,9.889788648802416,9.894619706091431,10.045662675061708,10.02028689553227,10.032242235110578,10.045862826495494,10.032935813429336,10.03475321161542,10.030083886786144,10.034215509003568,10.061299108830845,10.04932670671642,10.107754760592666,10.0977593473673,10.113445011831487,10.091050666946728,10.082931121136944,10.080223388928658,10.086967333960713,10.10381361009238,10.086994021011806,10.085842223752,10.109604117173618,10.11455251064884,10.131385032840395,10.130859499411574,10.129353503573917,10.128808514119312,10.118811992626831,10.11215208340711,10.122370606801264,10.113165098969562,10.15120830183909,10.119483002786383,10.135985646010065,10.133577832158162,10.140704810209732,10.130216725798554,10.139850591020146,10.130815639552772,10.143375160576426,10.132620242219048,10.143597676574858,10.141587851509469,10.148695344122183,10.138597429600557,10.140499486602415,10.135222085403967,10.146414532720769,10.155715520066767,10.139382140908255,10.143250367505903,10.145470006858762,10.14354939794332,10.158314536801296,10.152487173000154,10.155988358060274,10.1591960457363,10.143410602178095,10.153342909357953,10.155345865875692,10.153212594017674,10.150802683474488,10.150536486758767,10.158937876175518,10.150467945053766,10.153159744990637,10.160378661455136,10.15157201548353,10.153830447191975,10.157538151372464,10.152739802078395,10.166467806788624,10.161324748904766,10.166690506385583,10.155464079240058,10.156563021949506,10.157598629909302,10.159924134318912,10.156318254121729,10.156917742755974,10.155404468588204,Livestock_exc+c,control_compost_8M_2
NGS069-24-16S-9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.84718689431604,9.880441948749697,9.89026102705806,9.86737701059347,9.856786278688764,9.872451938119791,9.892193126285743,9.894140037073887,9.88105580578497,9.9124812327888,10.039737003146731,10.041476064874,10.024320129465988,10.03146579253004,10.04047252806397,10.056675554389638,10.03925766848188,10.005886022672884,10.02899589857667,10.025778815614236,10.08414690036188,10.08708398078147,10.073678506644823,10.065011268891748,10.078074689078989,10.081262858793403,10.077964457749442,10.082908664493267,10.091023057468933,10.10292125605124,10.11113276884509,10.112683962530246,10.08840655237042,10.099063168025566,10.118891405532109,10.095748895758213,10.119534722682117,10.108754266488782,10.116681316144918,10.127322836527108,10.11144027515235,10.124757988559235,10.118255565207953,10.107553281286853,10.128575830934924,10.12312618300336,10.102199507648688,10.131660195385242,10.120222151630673,10.127855921324658,10.132988378622512,10.136201218266413,10.129967174695368,10.126781162115536,10.145117148103468,10.13180641388414,10.120314123522649,10.128175617079592,10.120754027941013,10.124915693516254,10.137112611197848,10.130215802218729,10.14339650489283,10.141348398164624,10.1407448403385,10.133642113822988,10.12858731153316,10.132220845494178,10.140959758480786,10.13871566180514,10.145287523967369,10.137721703411264,10.141997035541603,10.146431939957871,10.141433354219364,10.135095113134415,10.143908800574623,10.144018721272111,10.140036506772322,10.14220234561622,10.14765790997776,10.147383881381195,10.148438850662622,10.14467827360044,10.14676306789274,10.14853348296182,10.14532758074724,10.146997544874624,10.14436334920964,10.139926118572342,Livestock_exc+c,control_compost_8M_3
